date,whereracecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,horse_wight,distance,groud_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,runner-up-horse-id,prize,horse_id,race_type,surface
2004-09-20,4阪神4,晴,12,3歳以上500万下,200409040412,16,4,8,1.8,1,2,00666,55,1400,良,84.7,0.7,8-6,34.4-37.3,37.2,508(+8),2001104054,300.0,2001103454,,ダ
2004-06-26,3阪神3,曇,3,3歳未勝利,200409030303,15,4,6,2.7,2,1,00666,56,1200,不,72.0,-0.7,2-1,35.5-36.5,36.4,500(0),2001100363,500.0,2001103454,,ダ
2009-03-07,2中山3,晴,11,夕刊フジオーシャンS(G3),200906020311,16,7,13,20.4,8,4,01085,56,1200,稍,69.3,0.1,12-12,33.4-35.8,35.0,508(-12),2004103336,620.0,2002100705,G3,芝
2009-02-08,2京都4,晴,11,シルクロードS(G3),200908020411,16,2,4,10.3,6,2,05203,54,1200,良,68.7,0.2,9-12,33.6-34.9,34.4,520(+6),2004104528,"1,617.4",2002100705,G3,芝
2008-12-21,5阪神6,曇,11,阪神C(G2),200809050611,18,4,7,26.1,10,13,01026,57,1400,良,82.8,1.2,18-18,34.2-35.8,35.5,514(+6),2004102206, ,2002100705,G2,芝
2008-11-23,5東京6,晴,10,奥多摩S(1600万下),200805050610,18,6,11,9.2,4,1,01085,56,1400,良,80.6,0.0,10-9,35.1-34.1,33.3,508(+2),2002100971,"1,874.1",2002100705,1600万下,芝
2008-10-26,4京都6,雨,10,桂川S(1600万下),200808040610,18,3,5,2.1,1,3,00945,57,1200,良,68.7,0.2,7-8,34.0-34.5,34.2,506(+2),2004105048,465.7,2002100705,1600万下,芝
2008-10-05,4阪神8,曇,11,道頓堀S(1600万下),200809040811,18,2,3,15.1,5,4,01099,57,1400,稍,82.8,0.3,15-17,34.9-35.7,34.8,504(-4),2005110115,270.0,2002100705,1600万下,芝
2008-04-27,2東京2,晴,10,薫風S(1600万下),200805020210,16,3,6,12.5,5,8,01085,57,1400,良,85.4,0.7,2-2,35.3-37.3,37.9,508(-4),2004100804, ,2002100705,1600万下,ダ
2008-03-09,2中山4,晴,9,房総特別(1000万下),200806020409,16,5,10,2.5,1,1,05203,57,1200,良,68.9,-0.1,6-6,34.0-34.9,34.4,512(+2),2004110227,"1,521.3",2002100705,1000万下,芝
2008-02-10,1小倉8,晴,11,周防灘特別(1000万下),200810010811,18,3,5,1.7,1,2,00635,57,1200,良,70.6,0.1,8-3,34.5-36.0,35.6,510(-4),2004104861,582.0,2002100705,1000万下,芝
2008-01-12,1京都3,曇,10,乙訓特別(1000万下),200808010310,16,7,14,2.3,1,2,00945,57,1400,重,83.8,0.2,2-2,36.2-35.3,35.4,514(+4),2004110116,602.0,2002100705,1000万下,芝
2007-12-16,5阪神6,晴,9,北摂特別(1000万下),200709050609,16,1,1,2.6,1,4,00945,56,1200,良,69.1,0.2,4-4,34.2-34.7,34.7,510(-2),2004102206,220.0,2002100705,1000万下,芝
2007-11-25,3中京10,晴,6,3歳以上500万下,200707031006,18,2,3,11.7,5,1,01092,57,1200,良,67.9,-0.4,6-4,33.8-34.1,33.8,512(+18),2003101967,730.0,2002100705,,芝
2005-11-12,5京都3,晴,8,3歳以上500万下,200508050308,18,1,1,7.9,4,3,00432,56,1400,稍,82.1,0.5,15-14,35.3-34.8,34.0,494(+4),2001103044,190.0,2002100705,,芝
2005-10-29,3福島3,曇,7,3歳未勝利,200503030307,15,8,15,3.6,1,1,00635,57,1200,良,70.2,-0.4,5-3,34.1-36.1,35.9,490(-4),2002103910,400.0,2002100705,,芝
2005-10-02,4阪神8,曇,6,3歳未勝利,200509040806,15,5,9,4.8,3,6,00635,57,2000,良,122.0,0.8,13-13-13-6,35.8-35.9,36.3,494(0),2002101863, ,2002100705,,芝
2005-09-04,1札幌8,晴,5,3歳未勝利,200501010805,13,3,3,2.5,1,9,00663,56,1700,良,109.8,2.1,1-1-1-2,30.9-38.2,40.3,494(+10),2002100990, ,2002100705,,ダ
2005-04-17,2阪神8,晴,5,3歳未勝利,200509020805,18,1,2,1.9,1,3,05041,56,1400,良,82.8,0.4,11-13,34.5-36.1,35.7,484(+4),2002105558,130.0,2002100705,,芝
2004-12-04,5阪神1,曇,6,2歳新馬,200409050106,11,3,3,2.0,1,2,00945,55,1400,良,82.6,0.1,8-9,35.3-35.4,34.8,480(0),2002110119,280.0,2002100705,,芝
2009-03-07,2中山3,晴,11,夕刊フジオーシャンS(G3),200906020311,16,3,6,26.2,9,12,01092,56,1200,稍,69.7,0.5,5-4,33.4-35.8,36.1,516(+6),2004103336, ,2002101003,G3,芝
2009-02-08,2京都4,晴,11,シルクロードS(G3),200908020411,16,7,13,36.9,13,16,01092,57,1200,良,70.4,1.9,2-2,33.6-34.9,36.6,510(+4),2004104528, ,2002101003,G3,芝
2008-12-28,3中京6,晴,12,尾張S(OP),200807030612,18,1,1,8.6,3,5,01092,58,1200,良,69.7,0.3,4-2,34.1-35.3,35.2,506(0),2003100206,240.0,2002101003,OP,芝
2008-11-29,5京都7,曇,11,京阪杯(G3),200808050711,18,8,17,27.7,8,10,01085,57,1200,良,69.0,0.9,5-6,34.2-33.9,34.2,506(0),2004105048, ,2002101003,G3,芝
2008-10-26,3福島2,曇,11,福島民友C(OP),200803030211,16,4,7,9.1,3,1,01092,57,1200,良,67.9,-0.1,3-3,33.1-34.8,34.4,506(+6),2004110168,"2,439.9",2002101003,OP,芝
2008-09-14,4中山2,晴,11,京成杯オータムH(G3),200806040211,16,6,12,46.6,13,13,01092,56,1600,良,93.7,1.6,5-3-2,32.8-36.2,37.4,500(-8),2003101040, ,2002101003,G3,芝
2008-08-31,1札幌6,晴,9,キーンランドC(G3),200801010609,16,2,4,53.6,11,11,01085,56,1200,良,69.0,1.1,7-6,33.9-34.0,34.7,508(-8),2000101919, ,2002101003,G3,芝
2008-06-08,3東京6,晴,11,安田記念(G1),200805030611,18,5,9,111.8,17,18,01085,58,1600,良,95.2,2.5,3-4,34.6-34.8,36.5,516(+2),2004104258, ,2002101003,G1,芝
2008-05-17,2東京7,曇,11,京王杯スプリングC(G2),200805020711,17,8,16,32.5,7,4,00422,57,1400,良,81.2,0.4,4-4,34.7-34.6,33.6,514(-6),2003101859,900.0,2002101003,G2,芝
2008-04-13,3中山6,曇,11,春雷S(OP),200806030611,16,2,4,3.5,1,3,00705,57,1200,重,70.3,0.3,2-2,33.7-36.3,36.4,520(-2),2003105475,605.1,2002101003,OP,芝
2008-03-08,2中山3,晴,11,夕刊フジオーシャンS(G3),200806020311,16,3,5,9.9,3,4,01085,57,1200,良,69.0,0.1,4-4,34.1-34.8,34.6,522(+8),2003102587,620.0,2002101003,G3,芝
2008-02-10,2京都4,晴,11,シルクロードS(G3),200808020411,16,5,9,6.2,2,15,01085,57,1200,稍,70.3,1.2,4-3,33.7-35.4,36.1,514(-4),2003102667, ,2002101003,G3,芝
2007-09-30,4中山8,雨,11,スプリンターズS(G1),200706040811,16,1,1,11.1,5,3,01085,57,1200,不,69.6,0.2,2-2,33.1-36.3,36.2,518(+8),2004103323,"2,449.2",2002101003,G1,芝
2007-09-09,4阪神2,晴,11,セントウルS(G2),200709040211,16,3,6,7.0,3,5,01085,57,1200,良,68.0,0.9,2-2,33.4-33.7,34.4,510(-8),2002105980,600.0,2002101003,G2,芝
2007-07-15,2新潟2,晴,11,アイビスサマーD(G3),200704020211,18,8,18,5.2,3,4,01095,56,1000,重,55.3,0.2,6,32.5-33.3,33.4,518(+4),2002105980,620.0,2002101003,G3,芝
2007-03-03,2中山3,曇,11,夕刊フジオーシャンS(G3),200706020311,16,2,3,3.5,1,1,01085,56,1200,良,68.2,-0.1,3-3,33.5-34.7,34.4,514(+4),2003106201,"4,163.7",2002101003,G3,芝
2007-02-10,2京都5,曇,11,すばるS(OP),200708020511,16,1,2,3.4,1,7,00945,56,1400,良,84.0,0.8,2-2,34.2-37.5,37.9,510(-8),1999102571, ,2002101003,OP,ダ
2007-01-20,1中山6,曇,11,サンライズS(1600万下),200706010611,16,5,10,4.9,2,1,01085,58.5,1200,良,68.1,-0.4,3-3,33.1-35.0,34.7,518(0),2003103032,"1,869.2",2002101003,1600万下,芝
2007-01-08,1中山3,晴,11,初富士S(1600万下),200706010311,15,8,15,6.3,4,5,01095,57,1600,良,94.4,0.2,5-3-2,34.7-36.2,36.3,518(+10),2001109135,183.0,2002101003,1600万下,芝
2006-04-30,1新潟2,曇,11,谷川岳S(OP),200604010211,15,8,14,4.1,2,2,01085,55,1400,良,81.1,0.0,4-3,33.8-35.8,35.4,508(+4),2000104770,971.2,2002101003,OP,芝
2006-04-09,1福島4,晴,11,福島民報杯(OP),200603010411,14,5,7,2.4,1,5,01085,56,1200,良,69.7,0.3,8-7,34.1-35.3,35.2,504(-6),2000107264,240.0,2002101003,OP,芝
2006-03-04,2中山3,晴,11,夕刊フジオーシャンS(G3),200606020311,16,4,7,4.8,2,4,00660,56,1200,稍,68.9,0.3,2-2,33.3-35.3,35.5,510(+2),1998107227,620.0,2002101003,G3,芝
2006-02-05,2京都4,晴,11,シルクロードS(G3),200608020411,16,7,14,3.2,1,3,00945,55,1200,良,69.0,0.1,3-3,34.4-34.5,34.5,508(+4),2001107391,"1,008.3",2002101003,G3,芝
2006-01-14,1京都5,雨,11,淀短距離S(OP),200608010511,15,2,2,3.6,2,3,00666,54,1200,不,70.6,0.7,4-3,33.9-36.0,36.1,504(+4),2000106626,604.7,2002101003,OP,芝
2005-09-11,4中山2,雨,11,京成杯オータムH(G3),200506040211,13,6,8,3.8,1,6,00660,55,1600,稍,93.6,0.3,4-3-3,34.4-36.1,36.0,500(+2),2000105295, ,2002101003,G3,芝
2005-05-08,2東京6,曇,11,NHKマイルC(G1),200505020611,18,2,4,7.7,4,3,00660,57,1600,良,94.0,0.4,7-7,35.5-34.2,33.7,498(-6),2002100959,"2,357.0",2002101003,G1,芝
2005-04-03,2阪神4,晴,10,マーガレットS(OP),200509020410,15,5,8,1.4,1,1,00666,57,1400,良,80.9,-0.5,8-8,34.3-35.2,34.3,504(0),2002106885,"1,939.2",2002101003,OP,芝
2005-03-13,2中山6,晴,11,夕刊フジクリスタルC(G3),200506020611,16,2,3,1.4,1,3,00641,56,1200,良,68.9,0.3,6-6,33.8-34.8,34.6,504(-4),2002105358,"1,008.9",2002101003,G3,芝
2004-12-25,5中山7,晴,9,クリスマスローズS(OP),200406050709,10,8,9,4.8,3,1,00641,55,1200,良,67.8,-0.4,3-1,33.5-34.3,34.2,508(+8),2002110003,"1,622.4",2002101003,OP,芝
2004-09-05,3新潟8,曇,11,新潟2歳S(G3),200404030811,12,1,1,15.5,5,5,00641,54,1600,良,95.4,0.6,1-1,36.2-33.7,34.3,500(+12),2002101232,320.0,2002101003,G3,芝
2004-07-17,2新潟1,雨,5,2歳新馬,200404020105,10,8,10,1.2,1,1,00641,54,1400,稍,86.1,-0.2,3-3,36.4-37.1,36.9,488(0),2002105209,700.0,2002101003,,芝
2009-03-01,1阪神2,晴,11,阪急杯(G3),200909010211,16,5,9,10.8,5,5,05212,56,1400,良,82.0,0.9,15-14,34.1-35.4,34.6,554(+6),2004106583,410.0,2002104962,G3,芝
2009-02-14,1東京5,晴,11,バレンタインS(OP),200905010511,16,8,16,4.0,1,1,00422,57,1400,良,81.3,0.0,9-8,35.4-34.3,33.7,548(+9),2000104369,"2,335.7",2002104962,OP,芝
2008-11-16,5東京4,曇,11,オーロC(OP),200805050411,18,7,14,5.6,3,2,01025,57,1400,良,80.7,0.2,17-17,34.6-34.2,33.1,550(-6),2003100626,973.8,2002104962,OP,芝
2008-11-01,4京都7,晴,11,毎日放送賞スワンS(G2),200808040711,16,6,11,8.7,4,7,01032,57,1400,良,80.4,0.5,14-15,34.3-34.5,33.5,556(+8),2004104139, ,2002104962,G2,芝
2008-10-05,4中山8,曇,11,スプリンターズS(G1),200806040811,16,5,9,23.7,9,6,01032,57,1200,良,68.4,0.4,15-14,33.6-34.4,33.7,548(-8),2004103021, ,2002104962,G1,芝
2008-08-31,1札幌6,晴,9,キーンランドC(G3),200801010609,16,6,12,11.2,4,7,01032,56,1200,良,68.7,0.8,4-4,33.9-34.0,34.5,556(+4),2000101919, ,2002104962,G3,芝
2008-07-06,1函館6,晴,11,函館スプリントS(G3),200802010611,16,1,1,15.4,5,2,01032,56,1200,良,68.5,0.1,11-10,32.8-35.6,34.7,552(0),2003110212,"1,616.6",2002104962,G3,芝
2008-06-15,2中京8,曇,11,CBC賞(G3),200807020811,18,6,12,5.4,1,9,01032,57,1200,良,68.5,0.5,12-12,34.0-34.0,33.7,552(0),2004103021, ,2002104962,G3,芝
2008-05-24,2中京1,雨,11,テレビ愛知OP(OP),200807020111,16,2,4,36.7,10,1,01032,57,1200,良,67.5,0.0,11-10,33.4-34.1,33.2,552(+2),2001110095,"2,444.1",2002104962,OP,芝
2007-12-16,5阪神6,晴,11,阪神C(G2),200709050611,18,8,18,63.5,13,14,00637,57,1400,良,81.3,0.7,16-16,34.4-34.6,34.4,550(0),2002107011, ,2002104962,G2,芝
2007-12-08,5阪神3,晴,11,鳴尾記念(G3),200709050311,16,5,9,32.0,9,6,01032,56,1800,良,107.7,0.2,10-8,35.9-34.2,33.9,550(-8),2001103160, ,2002104962,G3,芝
2007-11-18,5京都6,曇,11,マイルチャンピオンS(G1),200708050611,18,5,10,53.5,12,13,01032,57,1600,良,93.7,1.0,12-13,34.4-34.7,34.8,558(+12),2001103114, ,2002104962,G1,芝
2007-10-20,4東京6,晴,11,富士S(G3),200705040611,18,3,5,17.3,8,3,01030,56,1600,良,93.3,0.0,13-12,34.9-35.1,33.9,546(+2),2004101099,"1,010.2",2002104962,G3,芝
2007-09-30,4阪神8,曇,11,ポートアイランドS(OP),200709040811,18,2,4,8.1,3,9,01037,57,1600,稍,94.2,0.9,12-11,35.7-34.4,34.3,544(-2),2003101859, ,2002104962,OP,芝
2007-07-01,3阪神6,小雨,11,米子S(OP),200709030611,15,5,9,10.0,4,1,01037,55,1600,良,92.7,0.0,10-11,34.9-34.2,33.5,546(+4),2001103178,"2,432.2",2002104962,OP,芝
2007-06-10,3東京8,曇,11,エプソムC(G3),200705030811,18,1,1,38.6,11,5,01030,56,1800,稍,108.4,0.1,10-6-6,35.5-35.8,35.3,542(+2),2002102706,410.0,2002104962,G3,芝
2007-05-13,3京都8,晴,10,洛陽S(1600万下),200708030810,14,3,3,2.7,1,1,01030,57,1400,良,81.2,0.0,8-8,34.5-35.4,33.6,540(+4),2000104369,"1,869.2",2002104962,1600万下,芝
2007-04-15,3中山8,晴,10,卯月S(1600万下),200706030810,16,5,10,9.3,4,3,01032,57,1600,良,93.6,0.1,10-11-9,34.8-35.4,34.5,536(-2),2003102865,465.5,2002104962,1600万下,芝
2007-03-25,2阪神2,晴,11,心斎橋S(1600万下),200709020211,18,4,7,12.6,4,2,01030,56,1400,良,81.8,0.2,17-16,34.3-35.6,34.8,538(+2),2002102706,743.2,2002104962,1600万下,芝
2007-03-11,1中京4,晴,10,知立特別(1000万下),200707010410,16,5,9,4.6,2,1,01030,57,1200,稍,69.5,-0.4,8-8,32.9-36.6,35.5,536(-4),2001109481,"1,492.0",2002104962,1000万下,芝
2007-02-18,2京都8,曇,9,宇治川特別(1000万下),200708020809,16,2,4,4.7,2,2,01030,57,1400,重,83.9,0.2,13-12,36.4-35.4,34.6,540(-2),2003110020,602.8,2002104962,1000万下,芝
2007-01-28,1小倉4,曇,11,火の山特別(1000万下),200710010411,18,6,11,4.0,1,2,01030,57,1200,良,69.2,0.4,7-4,33.4-35.4,35.1,542(0),2002102334,592.0,2002104962,1000万下,芝
2007-01-20,1小倉1,晴,11,帆柱山特別(1000万下),200710010111,18,8,18,4.6,2,4,01030,55,1200,良,68.1,0.4,13-12,32.9-34.8,34.1,542(+4),2003100379,220.0,2002104962,1000万下,芝
2006-12-23,4中京7,晴,11,中京日経賞(1000万下),200607040711,16,4,7,11.6,7,4,01030,57,1200,良,68.7,0.2,13-14,33.3-35.2,34.3,538(+4),2001101696,220.0,2002104962,1000万下,芝
2006-12-09,4中京3,小雨,8,3歳以上500万下,200607040308,18,3,5,4.9,2,1,01030,57,1200,稍,69.8,0.0,3-3,34.3-35.5,35.3,534(+4),2003106788,740.0,2002104962,,芝
2006-10-01,3中京8,雨,12,3歳以上500万下,200607030812,18,7,15,3.5,2,7,01105,54,1200,稍,69.7,0.6,6-8,33.4-35.7,35.6,530(-4),2002102033, ,2002104962,,芝
2006-09-09,3中京1,晴,9,鳥取特別(500万下),200607030109,15,1,1,5.5,3,4,01032,57,1200,良,68.2,0.3,11-7,33.5-34.4,34.1,534(0),2003102214,160.0,2002104962,500万下,芝
2006-04-01,1福島1,晴,8,4歳以上500万下,200603010108,16,1,1,3.1,1,1,01103,54,1200,良,69.1,-0.2,1-1,33.5-35.6,35.6,534(-8),2002101674,740.0,2002104962,,芝
2006-03-05,1中京2,晴,9,4歳以上500万下,200607010209,16,6,11,19.8,7,4,01103,54,1200,良,69.0,0.4,1-1,33.2-35.4,35.8,542(+40),2002102785,110.0,2002104962,,芝
2005-06-26,3阪神4,晴,9,舞子特別(500万下),200509030409,18,1,1,47.1,11,17,00637,54,1400,良,84.5,3.7,1-2,33.3-36.1,39.8,502(-4),2001103115, ,2002104962,500万下,芝
2005-06-05,2中京6,晴,9,こでまり賞(500万下),200507020609,18,5,9,9.3,4,7,00709,56,1200,良,71.1,1.1,2-1,33.5-36.5,37.6,506(-4),2002105308, ,2002104962,500万下,芝
2005-05-14,1新潟5,晴,10,ゆきつばき賞(500万下),200504010510,16,5,9,13.8,4,11,01031,56,1200,良,71.6,1.8,8-6,34.2-35.6,36.9,510(-2),2002100673, ,2002104962,500万下,芝
2005-04-30,3京都3,晴,2,3歳未勝利,200508030302,16,1,2,8.9,5,1,01032,56,1200,良,68.8,-0.1,1-1,34.1-34.7,34.7,512(-2),2002106403,500.0,2002104962,,芝
2005-01-05,1京都1,晴,1,3歳未勝利,200508010101,16,7,14,24.8,5,16,01032,56,1200,良,76.6,4.4,3-4,35.4-36.8,40.8,514(+4),2002103725, ,2002104962,,ダ
2004-12-18,5阪神5,晴,3,2歳未勝利,200409050503,16,4,8,4.9,3,5,00700,55,1200,良,70.2,0.7,1-1,34.4-35.1,35.8,510(+8),2002106044,50.0,2002104962,,芝
2004-12-04,5中山1,曇,5,2歳新馬,200406050105,13,5,7,2.8,1,5,01032,55,1200,良,70.2,0.6,7-7,34.2-35.4,35.4,502(0),2002103797,70.0,2002104962,,芝
2009-03-01,1阪神2,晴,11,阪急杯(G3),200909010211,16,7,14,44.0,11,9,00718,54,1400,良,82.5,1.4,11-11,34.1-35.4,35.5,482(-2),2004106583, ,2003100206,G3,芝
2009-02-08,2京都4,晴,11,シルクロードS(G3),200908020411,16,3,5,17.7,8,4,00718,54,1200,良,68.7,0.2,14-15,33.6-34.9,34.0,484(-6),2004104528,620.0,2003100206,G3,芝
2009-01-17,1京都5,曇,11,淀短距離S(OP),200908010511,16,7,14,5.8,2,5,00718,55,1200,良,69.0,0.6,10-10,34.4-34.0,33.5,490(+6),2004110168,230.0,2003100206,OP,芝
2008-12-28,3中京6,晴,12,尾張S(OP),200807030612,18,6,12,20.0,10,1,00718,54,1200,良,69.4,0.0,14-14,34.1-35.3,34.2,484(+2),2004110168,"2,448.3",2003100206,OP,芝
2008-12-07,5中山2,晴,11,ターコイズS(OP),200806050211,16,8,16,37.1,11,14,00718,53,1600,良,95.5,0.8,11-13-14,35.6-34.8,34.5,482(0),2004103187, ,2003100206,OP,芝
2008-11-08,5京都1,曇,10,長岡京S(1600万下),200808050110,18,2,4,20.4,9,1,00718,55,1400,稍,81.2,-0.2,13-12,34.9-34.6,33.7,482(-4),2003110020,"1,872.7",2003100206,1600万下,芝
2008-11-02,4京都8,晴,10,西陣S(1600万下),200808040810,16,7,14,13.1,6,8,00718,55,1200,良,72.1,1.0,8-9,34.8-36.3,36.2,486(+2),2004100416, ,2003100206,1600万下,ダ
2008-10-12,4京都2,曇,10,太秦S(1600万下),200808040210,16,1,1,9.3,4,6,00718,53,1400,良,85.0,0.8,5-8,34.8-37.1,37.4,484(-2),2003103746, ,2003100206,1600万下,ダ
2008-09-28,4阪神6,曇,11,摩耶S(1600万下),200809040611,16,3,5,22.9,7,7,00718,55,1400,良,84.2,0.8,6-5,34.5-37.1,37.3,486(+8),2004110234, ,2003100206,1600万下,ダ
2008-05-17,3京都7,晴,11,洛陽S(1600万下),200808030711,18,8,17,6.6,3,6,00718,55,1400,良,82.0,0.3,9-9,35.3-34.6,34.3,478(0),2002106695, ,2003100206,1600万下,芝
2008-05-03,3京都3,晴,11,朱雀S(1600万下),200808030311,18,7,14,33.1,11,3,00718,53,1600,良,93.1,0.6,10-10,34.1-35.9,34.7,478(-8),2004102759,465.9,2003100206,1600万下,芝
2008-04-12,2阪神5,晴,11,サンスポ杯阪神牝馬S(G2),200809020511,15,3,5,50.4,10,11,00718,55,1400,良,82.6,1.2,5-5,35.4-34.2,34.9,486(+4),2004103179, ,2003100206,G2,芝
2008-03-23,1中京8,晴,11,トリトンS(1600万下),200807010811,17,1,1,21.7,9,3,00718,55,1200,良,68.1,0.3,7-7,33.7-34.1,33.7,482(-8),2004104861,456.2,2003100206,1600万下,芝
2008-02-24,2京都8,曇,11,斑鳩S(1600万下),200808020811,16,8,16,5.6,3,3,00718,52,1400,良,85.1,0.4,5-4,34.7-37.9,37.9,490(0),2004103318,465.9,2003100206,1600万下,ダ
2008-02-02,2京都1,曇,11,橿原S(1600万下),200808020111,16,1,1,20.8,8,5,00718,55,1200,稍,72.3,0.8,8-9,34.6-36.9,36.8,490(+8),2004110019,183.0,2003100206,1600万下,ダ
2008-01-13,1京都4,晴,10,羅生門S(1600万下),200808010410,16,5,9,22.3,9,4,00718,52,1400,稍,83.5,0.5,7-7,34.7-36.4,36.2,482(+2),2002107453,270.0,2003100206,1600万下,ダ
2007-12-16,5阪神6,晴,12,3歳以上1000万下,200709050612,16,3,6,11.9,6,1,01112,52,1400,良,84.3,-0.1,6-4,34.6-37.4,37.0,480(-2),2004106158,"1,050.0",2003100206,,ダ
2007-12-08,5阪神3,晴,7,3歳以上1000万下,200709050307,15,1,2,24.7,10,3,00718,55,1200,良,72.2,0.5,11-11,34.0-37.7,36.3,482(+2),2003103517,260.0,2003100206,,ダ
2007-11-23,5京都9,晴,8,3歳以上500万下,200708050908,12,7,9,6.6,5,1,00718,55,1400,良,85.3,0.0,4-4,34.6-38.4,37.7,480(+6),2002106825,740.0,2003100206,,ダ
2007-11-03,5京都1,晴,8,3歳以上500万下,200708050108,14,4,5,7.6,4,4,00718,55,1400,良,84.9,0.3,9-9,34.7-37.5,37.0,474(-4),2004104143,110.0,2003100206,,ダ
2007-10-06,4京都1,晴,5,3歳以上500万下,200708040105,15,7,12,4.5,2,5,00718,55,1400,良,85.4,0.5,6-9,34.9-38.0,37.7,478(+14),2004104997,74.0,2003100206,,ダ
2007-04-21,3京都1,晴,12,シドニーT(1000万下),200708030112,18,7,13,23.8,8,5,00718,52,1400,良,81.6,0.5,4-4,35.5-34.0,34.0,464(0),2001105007,148.0,2003100206,1000万下,芝
2007-03-24,2阪神1,雨,12,4歳以上1000万下,200709020112,15,7,13,9.4,4,10,01112,52,1400,稍,86.3,1.2,10-10,35.7-37.3,37.7,464(-6),2002102062, ,2003100206,,ダ
2007-02-25,1阪神2,晴,8,4歳以上1000万下,200709010208,16,1,2,13.7,4,4,00718,55,1400,良,85.5,0.5,8-7,35.1-37.9,37.2,470(+4),2003102819,160.0,2003100206,,ダ
